1,No Data
2,No Data
3,No Data
4,No Data
id,Date,Surface_reflectance_for_band_1,Surface_reflectance_for_band_2,Surface_reflectance_250m_quality_control_flags,actual_date
1,2003/11/17,540,1546,4096,N\A
1,2003/11/25,1051,2459,4096,N\A
1,2003/12/03,2122,3484,4096,N\A
1,2003/12/11,5543,6005,4096,N\A
1,2003/12/19,5142,5559,4096,N\A
1,2003/12/27,2882,3477,4096,N\A
1,2004/01/01,2882,3477,4096,N\A
1,2004/01/17,4325,5242,4096,N\A
1,2004/01/25,4006,5190,4096,N\A
1,2004/02/02,6291,6541,4096,N\A
1,2004/02/18,6722,7065,4096,N\A
1,2004/02/26,7588,7428,4096,N\A
1,2004/03/21,6298,6119,4096,N\A
1,2004/04/06,615,1512,4096,N\A
1,2004/04/14,824,1746,4096,N\A
1,2004/04/22,911,1925,4096,N\A
1,2004/04/30,820,1637,4096,N\A
1,2004/05/08,868,1936,4096,N\A
1,2004/05/16,828,2302,4096,N\A
1,2004/05/24,856,2311,4096,N\A
1,2004/06/01,577,2755,4096,N\A
1,2004/06/09,505,3225,4096,N\A
1,2004/06/17,141,989,4096,N\A
1,2004/06/25,348,3475,4096,N\A
1,2004/07/11,561,3820,4096,N\A
1,2004/07/19,285,3963,4096,N\A
1,2004/08/04,355,3090,4096,N\A
1,2004/08/12,96,1107,4096,N\A
1,2004/08/20,315,3812,4096,N\A
1,2004/09/05,362,2939,4096,N\A
1,2004/09/13,400,2963,4096,N\A
1,2004/09/29,476,2322,4096,N\A
1,2004/10/07,515,1806,4096,N\A
1,2004/10/23,767,2171,4096,N\A
1,2004/10/31,1276,1804,4096,N\A
1,2004/11/08,552,1304,4096,N\A
1,2004/11/16,597,1497,4096,N\A
1,2004/11/24,2347,3441,4096,N\A
1,2004/12/02,3596,4017,4096,N\A
1,2004/12/10,3226,4762,4096,N\A
1,2004/12/26,4525,5289,4096,N\A
1,2005/01/01,2471,2839,4096,N\A
1,2005/01/09,4445,4902,4096,N\A
1,2005/01/17,3646,4710,4096,N\A
1,2005/01/25,5540,6132,4096,N\A
1,2005/02/02,4979,5236,4096,N\A
1,2005/02/10,4580,5193,4096,N\A
1,2005/02/18,6194,7094,4096,N\A
1,2005/02/26,6018,6317,4096,N\A
1,2005/03/06,4137,4834,4096,N\A
1,2005/03/14,5196,5695,4096,N\A
1,2005/03/22,5036,4845,4096,N\A
1,2005/03/30,786,1555,4096,N\A
1,2005/04/07,830,1737,4096,N\A
1,2005/04/15,983,1919,4096,N\A
1,2005/04/23,964,2078,4096,N\A
1,2005/05/01,779,1649,4096,N\A
1,2005/05/09,4858,5380,4096,N\A
1,2005/05/17,700,1741,4096,N\A
1,2005/05/25,720,2412,4096,N\A
1,2005/06/02,706,3003,4096,N\A
1,2005/06/10,369,3191,4096,N\A
1,2005/06/18,259,3467,4096,N\A
1,2005/06/26,291,3730,4096,N\A
1,2005/07/04,300,4041,4096,N\A
1,2005/07/12,236,3226,4096,N\A
1,2005/07/20,279,3896,4096,N\A
1,2005/07/28,226,3399,4096,N\A
1,2005/08/05,272,3410,4096,N\A
1,2005/08/13,312,3882,4096,N\A
1,2005/08/21,378,3829,4096,N\A
1,2005/08/29,306,3065,4096,N\A
1,2005/09/06,354,3676,4096,N\A
1,2005/09/14,362,2463,4096,N\A
1,2005/09/22,364,2582,4096,N\A
1,2005/09/30,508,2310,4096,N\A
1,2005/10/08,493,1931,4096,N\A
1,2005/10/16,657,2046,4096,N\A
1,2005/10/24,543,1538,4096,N\A
1,2005/11/01,755,1766,4096,N\A
1,2005/11/09,562,1188,4096,N\A
1,2005/11/17,4666,4982,4096,N\A
1,2005/11/25,4366,5408,4096,N\A
1,2005/12/03,4272,5146,4096,N\A
1,2005/12/11,3189,4330,4096,N\A
1,2005/12/19,3591,4587,4096,N\A
1,2005/12/27,5319,5053,4096,N\A
1,2006/01/01,5457,5651,4096,N\A
1,2006/01/09,3460,4302,4096,N\A
1,2006/01/17,6371,6899,4096,N\A
1,2006/01/25,2948,4060,4096,N\A
1,2006/02/02,5003,5501,4096,N\A
1,2006/02/10,5386,5974,4096,N\A
1,2006/02/18,6918,6994,4096,N\A
1,2006/02/26,6386,6736,4096,N\A
1,2006/03/06,4653,4863,4096,N\A
1,2006/03/14,6222,6581,4096,N\A
1,2006/03/22,4500,4568,4096,N\A
1,2006/03/30,794,1571,4096,N\A
1,2006/04/07,665,1430,4096,N\A
1,2006/04/15,921,1936,4096,N\A
1,2006/04/23,910,1955,4096,N\A
1,2006/05/01,650,1650,4096,N\A
1,2006/05/09,2115,2937,4096,N\A
1,2006/05/17,595,1994,4096,N\A
1,2006/05/25,577,2976,4096,N\A
1,2006/06/02,320,2897,4096,N\A
1,2006/06/10,363,3134,4096,N\A
1,2006/06/18,351,3941,4096,N\A
1,2006/06/26,257,3441,4096,N\A
1,2006/07/04,362,3718,4096,N\A
1,2006/07/12,280,4009,4096,N\A
1,2006/07/20,333,3847,4096,N\A
1,2006/07/28,222,3186,4096,N\A
1,2006/08/05,352,3504,4096,N\A
1,2006/08/13,302,3275,4096,N\A
1,2006/08/21,261,2756,4096,N\A
1,2006/08/29,348,2943,4096,N\A
1,2006/09/06,367,2864,4096,N\A
1,2006/09/14,359,2505,4096,N\A
1,2006/09/22,535,2125,4096,N\A
1,2006/09/30,575,1944,4096,N\A
1,2006/10/08,521,1713,4096,N\A
1,2006/10/16,1074,1867,4096,N\A
1,2006/10/24,530,1387,4096,N\A
1,2006/11/01,668,1527,4096,N\A
1,2006/11/09,2109,2573,4096,N\A
1,2006/11/17,1612,2520,4096,N\A
1,2006/11/25,1332,2644,4096,N\A
1,2006/12/03,2218,3117,4096,N\A
1,2006/12/11,1586,3064,4096,N\A
1,2006/12/19,819,1482,4096,N\A
1,2006/12/27,3432,3918,4096,N\A
1,2007/01/01,3544,4287,4096,N\A
1,2007/01/09,2522,3604,4096,N\A
1,2007/01/17,2719,3722,4096,N\A
1,2007/01/25,3774,4512,4096,N\A
1,2007/02/02,4286,4755,4096,N\A
1,2007/02/10,3678,4498,4096,N\A
1,2007/02/18,4012,4525,4096,N\A
1,2007/02/26,4425,5234,4096,N\A
1,2007/03/06,3271,4089,4096,N\A
1,2007/03/14,1620,2974,4096,N\A
1,2007/03/22,869,1735,4096,N\A
1,2007/03/30,4354,4842,4096,N\A
1,2007/04/07,664,1571,4096,N\A
1,2007/04/15,954,2069,4096,N\A
1,2007/04/23,579,1541,4096,N\A
1,2007/05/01,858,1848,4096,N\A
1,2007/05/09,811,1936,4096,N\A
1,2007/05/17,583,1960,4096,N\A
1,2007/05/25,605,3020,4096,N\A
1,2007/06/02,470,3461,4096,N\A
1,2007/06/10,411,3004,4096,N\A
1,2007/06/18,329,3590,4096,N\A
1,2007/06/26,278,3362,4096,N\A
1,2007/07/04,690,4200,4096,N\A
1,2007/07/12,377,2294,4096,N\A
1,2007/07/20,298,4121,4096,N\A
1,2007/07/28,230,3627,4096,N\A
1,2007/08/05,300,3918,4096,N\A
1,2007/08/13,256,3241,4096,N\A
1,2007/08/21,356,3293,4096,N\A
1,2007/08/29,338,2912,4096,N\A
1,2007/09/06,178,1496,4096,N\A
1,2007/09/14,465,2357,4096,N\A
1,2007/09/22,412,1778,4096,N\A
1,2007/09/30,466,1690,4096,N\A
1,2007/10/08,913,2280,4096,N\A
1,2007/10/16,722,2232,4096,N\A
1,2007/10/24,532,1355,4096,N\A
1,2007/11/01,636,1656,4096,N\A
1,2007/11/09,710,1569,4096,N\A
1,2007/11/17,2657,3264,4096,N\A
1,2007/11/25,952,2310,4096,N\A
1,2007/12/03,3432,4254,4096,N\A
1,2007/12/11,1974,3811,4096,N\A
1,2007/12/19,2976,3745,4096,N\A
1,2007/12/27,3661,4579,4096,N\A
1,2008/01/01,3661,4579,4096,N\A
1,2008/01/09,5225,5782,4096,N\A
1,2008/01/17,4013,4879,4096,N\A
1,2008/01/25,5254,5737,4096,N\A
1,2008/02/02,4734,5110,4096,N\A
1,2008/02/10,5142,5632,4096,N\A
1,2008/02/18,4143,4882,4096,N\A
1,2008/02/26,4411,4595,4096,N\A
1,2008/03/05,5663,5708,4096,N\A
1,2008/03/13,4947,5392,4096,N\A
1,2008/03/21,3278,4070,4096,N\A
1,2008/03/29,5253,5016,4096,N\A
1,2008/04/06,3719,4564,4096,N\A
1,2008/04/14,737,1516,4096,N\A
1,2008/04/22,846,1741,4096,N\A
1,2008/04/30,830,1675,4096,N\A
1,2008/05/08,835,1771,4096,N\A
1,2008/05/16,889,1903,4096,N\A
1,2008/05/24,610,1810,4096,N\A
1,2008/06/01,804,2443,4096,N\A
1,2008/06/09,329,2327,4096,N\A
1,2008/06/17,503,3335,4096,N\A
1,2008/06/25,321,3742,4096,N\A
1,2008/07/03,254,3450,4096,N\A
1,2008/07/11,399,4091,4096,N\A
1,2008/07/19,340,3915,4096,N\A
1,2008/07/27,226,3617,4096,N\A
1,2008/08/04,273,4169,4096,N\A
1,2008/08/12,301,4031,4096,N\A
1,2008/08/20,246,3263,4096,N\A
1,2008/08/28,376,3644,4096,N\A
1,2008/09/05,299,3196,4096,N\A
1,2008/09/13,328,2835,4096,N\A
1,2008/09/21,407,2435,4096,N\A
1,2008/09/29,543,2832,4096,N\A
1,2008/10/07,498,1654,4096,N\A
1,2008/10/15,779,2289,4096,N\A
1,2008/10/23,890,1823,4096,N\A
1,2008/10/31,417,1668,4096,N\A
1,2008/11/08,983,2030,4096,N\A
1,2008/11/16,2914,3635,4096,N\A
1,2008/11/24,2992,3907,4096,N\A
1,2008/12/02,3092,3318,4096,N\A
1,2008/12/10,4086,4712,4096,N\A
1,2008/12/18,3194,4028,4096,N\A
1,2008/12/26,4998,5198,4096,N\A
1,2009/01/01,3629,4344,4096,N\A
1,2009/01/09,1837,3593,4096,N\A
1,2009/01/17,4229,5180,4096,N\A
1,2009/01/25,3504,4516,4096,N\A
1,2009/02/02,4780,5097,4096,N\A
1,2009/02/10,4164,4842,4096,N\A
1,2009/02/18,3734,4615,4096,N\A
1,2009/02/26,5946,6397,4096,N\A
1,2009/03/06,4218,4358,4096,N\A
1,2009/03/14,1801,2577,4096,N\A
1,2009/03/22,1592,2336,4096,N\A
1,2009/03/30,836,1798,4096,N\A
1,2009/04/07,748,1646,4096,N\A
1,2009/04/15,797,1622,4096,N\A
1,2009/04/23,820,1906,4096,N\A
1,2009/05/01,3159,4116,4096,N\A
1,2009/05/09,714,1724,4096,N\A
1,2009/05/17,726,1598,4096,N\A
1,2009/05/25,810,2517,4096,N\A
1,2009/06/02,667,2530,4096,N\A
1,2009/06/10,672,3083,4096,N\A
1,2009/06/18,337,3053,4096,N\A
1,2009/06/26,369,3659,4096,N\A
1,2009/07/04,388,3480,4096,N\A
1,2009/07/12,337,3532,4096,N\A
1,2009/07/20,211,3589,4096,N\A
1,2009/07/28,1017,2273,4096,N\A
1,2009/08/05,200,3440,4096,N\A
1,2009/08/13,4516,5888,4096,N\A
1,2009/08/21,134,2781,4096,N\A
1,2009/08/29,294,3384,4096,N\A
1,2009/09/06,230,3014,4096,N\A
1,2009/09/14,386,3086,4096,N\A
1,2009/09/22,374,2797,4096,N\A
1,2009/09/30,474,3098,4096,N\A
1,2009/10/08,457,1980,4096,N\A
1,2009/10/16,727,2097,4096,N\A
1,2009/10/24,440,1538,4096,N\A
1,2009/11/01,498,1253,4096,N\A
1,2009/11/09,555,1259,4096,N\A
1,2009/11/17,539,1280,4096,N\A
1,2009/11/25,3018,3908,4096,N\A
1,2009/12/03,1988,2729,4096,N\A
1,2009/12/11,806,1049,4096,N\A
1,2009/12/19,2787,3937,4096,N\A
1,2009/12/27,2631,3610,4096,N\A
1,2010/01/01,4474,4948,4096,N\A
1,2010/01/09,2807,3783,4096,N\A
1,2010/01/17,2075,2464,4096,N\A
1,2010/01/25,2844,3801,4096,N\A
1,2010/02/02,3597,4407,4096,N\A
1,2010/02/10,4160,4836,4096,N\A
1,2010/02/18,3922,4495,4096,N\A
1,2010/02/26,5396,5479,4096,N\A
1,2010/03/06,4136,4245,4096,N\A
1,2010/03/14,580,1320,4096,N\A
1,2010/03/22,683,1407,4096,N\A
1,2010/03/30,503,1507,4096,N\A
1,2010/04/07,838,1689,4096,N\A
1,2010/04/15,718,1568,4096,N\A
1,2010/04/23,786,1731,4096,N\A
1,2010/05/01,856,2086,4096,N\A
1,2010/05/09,805,1990,4096,N\A
1,2010/05/17,554,1854,4096,N\A
1,2010/05/25,412,2611,4096,N\A
1,2010/06/02,388,3122,4096,N\A
1,2010/06/10,1574,3096,4096,N\A
1,2010/06/18,332,3584,4096,N\A
1,2010/06/26,260,3276,4096,N\A
1,2010/07/04,213,3767,4096,N\A
1,2010/07/12,262,3420,4096,N\A
1,2010/07/20,222,3054,4096,N\A
1,2010/07/28,203,2822,4096,N\A
1,2010/08/05,372,3305,4096,N\A
1,2010/08/13,249,2842,4096,N\A
1,2010/08/21,312,2618,4096,N\A
1,2010/08/29,243,2390,4096,N\A
1,2010/09/06,390,2600,4096,N\A
1,2010/09/14,304,2040,4096,N\A
1,2010/09/22,445,1930,4096,N\A
1,2010/09/30,372,1542,4096,N\A
1,2010/10/08,372,1405,4096,N\A
1,2010/10/16,369,1239,4096,N\A
1,2010/10/24,484,1298,4096,N\A
1,2010/11/01,415,1101,4096,N\A
1,2010/11/09,621,1689,4096,N\A
1,2010/11/17,5713,5998,4096,N\A
1,2010/11/25,3197,3705,4096,N\A
1,2010/12/03,931,905,4096,N\A
1,2010/12/11,3260,3882,4096,N\A
1,2010/12/19,3732,4105,4096,N\A
1,2010/12/27,1884,3093,4096,N\A
1,2011/01/01,1884,3093,4096,N\A
1,2011/01/09,2593,3728,4096,N\A
1,2011/01/17,4433,4889,4096,N\A
1,2011/01/25,4278,4739,4096,N\A
1,2011/02/02,2991,3152,4096,N\A
1,2011/02/10,3570,4573,4096,N\A
1,2011/02/18,2973,3895,4096,N\A
1,2011/02/26,3101,3439,4096,N\A
1,2011/03/06,3500,3966,4096,N\A
1,2011/03/14,2030,3117,4096,N\A
1,2011/03/22,2878,3381,4096,N\A
1,2011/03/30,1358,2095,4096,N\A
1,2011/04/07,587,1214,4096,N\A
1,2011/04/15,741,1711,4096,N\A
1,2011/04/23,614,1405,4096,N\A
1,2011/05/01,596,1525,4096,N\A
1,2011/05/09,432,1096,4096,N\A
1,2011/05/17,336,1374,4096,N\A
1,2011/05/25,453,2169,4096,N\A
1,2011/06/02,308,2676,4096,N\A
1,2011/06/10,400,3200,4096,N\A
1,2011/06/18,324,4090,4096,N\A
1,2011/06/26,247,3191,4096,N\A
1,2011/07/04,263,2988,4096,N\A
1,2011/07/12,653,2876,4096,N\A
1,2011/07/20,314,4092,4096,N\A
1,2011/07/28,322,3753,4096,N\A
1,2011/08/05,640,3439,4096,N\A
1,2011/08/13,258,2958,4096,N\A
1,2011/08/21,241,2613,4096,N\A
1,2011/08/29,320,2428,4096,N\A
1,2011/09/06,321,2369,4096,N\A
1,2011/09/14,301,2031,4096,N\A
1,2011/09/22,518,1575,4096,N\A
1,2011/09/30,481,2148,4096,N\A
1,2011/10/08,574,2034,4096,N\A
1,2011/10/16,389,1325,4096,N\A
1,2011/10/24,311,1656,4096,N\A
1,2011/11/01,580,1569,4096,N\A
1,2011/11/09,729,1776,4096,N\A
1,2011/11/17,680,1400,4096,N\A
1,2011/11/25,439,1244,4096,N\A
1,2011/12/03,2237,3504,4096,N\A
1,2011/12/11,1534,2446,4096,N\A
1,2011/12/19,1347,2367,4096,N\A
1,2011/12/27,1803,2601,4096,N\A
No data
No data
No data
2,2000/02/26,341,2173,4096,N\A
2,2000/03/05,4633,5472,4096,N\A
2,2000/03/13,1337,3820,4096,N\A
2,2000/03/21,497,2559,4096,N\A
2,2000/03/29,376,3417,4096,N\A
2,2000/04/06,3563,5117,4096,N\A
2,2000/04/14,1945,2919,4096,N\A
2,2000/04/22,444,3435,4096,N\A
2,2000/05/08,6962,8044,4096,N\A
2,2000/05/16,1177,2040,4096,N\A
2,2000/06/01,132,2437,4096,N\A
2,2000/06/09,172,2851,4096,N\A
2,2000/06/17,155,3080,4096,N\A
2,2000/06/25,478,2337,4096,N\A
2,2000/07/03,190,2994,4096,N\A
2,2000/07/11,2371,3605,4096,N\A
2,2000/07/27,379,2710,4096,N\A
2,2000/08/12,722,3586,4096,N\A
2,2000/08/20,3077,4268,4096,N\A
2,2000/09/05,103,2979,4096,N\A
2,2000/09/13,250,3882,4096,N\A
2,2000/09/21,1938,3981,4096,N\A
2,2000/10/15,408,3504,4096,N\A
2,2000/10/23,1573,2707,4096,N\A
2,2000/10/31,1208,3666,4096,N\A
2,2000/11/08,165,3735,4096,N\A
2,2000/12/02,184,3568,4096,N\A
2,2001/01/01,2204,3667,4096,N\A
2,2001/01/09,2701,4154,4096,N\A
2,2001/01/25,1291,2655,4096,N\A
2,2001/02/02,452,2645,4096,N\A
2,2001/02/10,2028,3599,4096,N\A
2,2001/02/18,464,2545,4096,N\A
2,2001/02/26,2638,3709,4096,N\A
2,2001/03/06,2095,3162,4096,N\A
2,2001/03/14,160,2466,4096,N\A
2,2001/03/22,574,2188,4096,N\A
2,2001/04/07,3741,4723,4096,N\A
2,2001/04/23,1358,3281,4096,N\A
2,2001/05/17,852,3451,4096,N\A
2,2001/05/25,2221,3741,4096,N\A
2,2001/06/02,122,573,4096,N\A
2,2001/06/10,386,3445,4096,N\A
2,2001/06/26,1200,2752,4096,N\A
2,2001/07/04,553,3518,4096,N\A
2,2001/07/12,223,1393,4096,N\A
2,2001/07/20,38,2491,4096,N\A
2,2001/08/05,88,1720,4096,N\A
2,2001/08/13,136,2643,4096,N\A
2,2001/08/21,985,3807,4096,N\A
2,2001/09/30,163,2939,4096,N\A
2,2001/10/08,485,3650,4096,N\A
2,2001/10/16,625,3963,4096,N\A
2,2001/10/24,1056,3519,4096,N\A
2,2001/11/09,645,2669,4096,N\A
2,2001/11/17,6102,7287,4096,N\A
2,2001/12/03,512,2795,4096,N\A
2,2001/12/19,116,2473,4096,N\A
2,2001/12/27,882,4062,4096,N\A
2,2002/01/01,1444,4205,4096,N\A
2,2002/01/09,4083,5188,4096,N\A
2,2002/01/25,481,4019,4096,N\A
2,2002/02/02,664,1550,4096,N\A
2,2002/02/26,101,2813,4096,N\A
2,2002/03/06,822,2207,4096,N\A
2,2002/03/14,698,3381,4096,N\A
2,2002/03/22,5378,6801,4096,N\A
2,2002/04/07,221,1502,4096,N\A
2,2002/04/15,457,3636,4096,N\A
2,2002/05/01,356,2603,4096,N\A
2,2002/05/09,198,3768,4096,N\A
2,2002/05/25,2719,4250,4096,N\A
2,2002/06/02,2545,4248,4096,N\A
2,2002/06/18,217,3526,4096,N\A
2,2002/06/26,127,2358,4096,N\A
2,2002/07/04,144,2598,4096,N\A
2,2002/07/12,1055,3150,4096,N\A
2,2002/07/20,119,2663,4096,N\A
2,2002/07/28,411,3156,4096,N\A
2,2002/08/05,127,2450,4096,N\A
2,2002/08/21,1191,3178,4096,N\A
2,2002/08/29,547,4172,4096,N\A
2,2002/09/06,128,2545,4096,N\A
2,2002/09/22,158,3336,4096,N\A
2,2002/10/08,1307,2947,4096,N\A
2,2002/10/24,141,2793,4096,N\A
2,2002/11/01,5482,6654,4096,N\A
2,2002/11/09,275,3732,4096,N\A
2,2002/11/17,326,3958,4096,N\A
2,2002/11/25,211,3745,4096,N\A
2,2002/12/19,1021,2589,4096,N\A
2,2002/12/27,1860,3250,4096,N\A
2,2003/01/01,2929,4410,4096,N\A
2,2003/01/09,1117,4129,4096,N\A
2,2003/01/25,318,1077,4096,N\A
2,2003/02/02,1198,4496,4096,N\A
2,2003/02/26,515,4260,4096,N\A
2,2003/03/06,2114,3129,4096,N\A
2,2003/03/22,4435,5684,4096,N\A
2,2003/03/30,719,3718,4096,N\A
2,2003/04/15,355,2578,4096,N\A
2,2003/05/01,1789,3225,4096,N\A
2,2003/05/17,218,2269,4096,N\A
2,2003/05/25,1688,2478,4096,N\A
2,2003/06/18,5200,6496,4096,N\A
2,2003/06/26,219,2120,4096,N\A
2,2003/07/04,352,2946,4096,N\A
2,2003/07/20,180,2849,4096,N\A
2,2003/07/28,2280,4274,4096,N\A
2,2003/08/21,193,3262,4096,N\A
2,2003/08/29,401,3234,4096,N\A
2,2003/09/14,694,2885,4096,N\A
2,2003/09/22,265,4427,4096,N\A
2,2003/09/30,2495,4387,4096,N\A
2,2003/10/08,526,4021,4096,N\A
2,2003/10/16,426,2951,4096,N\A
2,2003/10/24,710,4222,4096,N\A
2,2003/11/01,168,3686,4096,N\A
2,2003/11/09,87,2869,4096,N\A
2,2003/11/17,641,1597,4096,N\A
2,2003/11/25,544,3354,4096,N\A
2,2003/12/11,514,4134,4096,N\A
2,2003/12/27,1441,2296,4096,N\A
2,2004/01/09,3147,4994,4096,N\A
2,2004/01/17,1051,3644,4096,N\A
2,2004/02/10,3852,5444,4096,N\A
2,2004/02/26,1814,3970,4096,N\A
2,2004/03/05,428,2721,4096,N\A
2,2004/03/13,1439,3032,4096,N\A
2,2004/03/29,1838,3697,4096,N\A
2,2004/04/06,1446,2562,4096,N\A
2,2004/04/14,585,3368,4096,N\A
2,2004/05/08,-15,1861,4305,N\A
2,2004/05/16,1895,4003,4096,N\A
2,2004/05/24,331,2448,4096,N\A
2,2004/06/17,192,3089,4096,N\A
2,2004/06/25,142,3338,4096,N\A
2,2004/07/03,909,3836,4096,N\A
2,2004/07/19,122,2440,4096,N\A
2,2004/07/27,164,2663,4096,N\A
2,2004/08/28,114,2618,4096,N\A
2,2004/10/07,431,4135,4096,N\A
2,2004/10/15,256,2896,4096,N\A
2,2004/10/31,461,2788,4096,N\A
2,2004/11/16,174,3847,4096,N\A
2,2004/11/24,172,3066,4096,N\A
2,2004/12/10,8237,8882,4096,N\A
2,2004/12/26,231,4580,4096,N\A
2,2005/01/01,1799,2834,4096,N\A
2,2005/01/09,86,2487,4096,N\A
2,2005/01/17,548,2264,4096,N\A
2,2005/01/25,1813,3196,4096,N\A
2,2005/02/02,800,2263,4096,N\A
2,2005/02/10,1869,3813,4096,N\A
2,2005/02/18,86,2276,4096,N\A
2,2005/02/26,997,3337,4096,N\A
2,2005/03/06,258,2054,4096,N\A
2,2005/03/14,916,1941,4096,N\A
2,2005/03/22,101,3217,4096,N\A
2,2005/03/30,734,1938,4096,N\A
2,2005/04/07,2684,3703,4096,N\A
